제목,아이디,댓글 내용,좋아요 수,라벨,감정
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@high-classzzz4275,또 자충수 두네.. 자한장 망해간다...,11,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-nb8mn4on5g,찬주야~회견장에서도 갑질 하는구나 완전 상꼰대로구나~ㅎㅎ,3,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-yg2gi2oq8j,삼청교육대는 강력범죄자나 조폭들이 들어가야 마땅하거늘 ㅉㅉㅉㅉ죄없는 임태훈 및 공관병이 거기에 들어가서 학대당해야 할 명분은 전혀 없다 찬주야 ㅉㅉㅉ,2,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@genga1,저렇게하라고해도못하겠다ㅋ자한당대단,3,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-pb2br4st2y,자한당에 아직 안들어갔나?자한당에서 공천해줄까?내부에선 해주라할까?나가서 이길수 있을까?,5,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@sunflowerview6283,충남 사람으로서 출마하면 절대 안찍는다 주변 사람들에게 찍지말라 할거다,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-mo4eo8il9t,역사의식이 어떤자이길래 삼청교육청  운운 하나^^참으로 통탄할 수준의 의식수준.,7,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@jjy8467,얘가 어떤 면에서 인재라는건지... 의식수준이 40~50년 전부터 멈춰있는데~,2,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-dt4ib1ij1d,자한당  참  인물없다,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@pluto424,요즘같은 세상에 삼청교육대 보내라는 이야기 하는거 보면.. 자한당 아이덴티티가 보이는거지.. 국민을 그렇게 개돼지로 보는거야,9,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@dk-vi1by,너네 맘대로 논평하지 말고 전문만 보여줘라  논평을 왜 기자회견 하는지 모르겠다고 처하고있네,4,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-fc4gz4sj4y,개한분은  개한분인데  희귀한  종ㅈ네,1,a,1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-gu1mx8wv2f,조두순도 받지 그러냐 아름답다,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-zd4ws5hl8w,황교안 부터 내쫏아야 바른야당이 될텐데.이상한 애들만 모여있는 야당 질린다.,6,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-ee4hr5xf8s,자한당에 딱 맞는 인재네주옥순.이영훈.전광훈도 영입하는곳도 좋겠네요ㅋㅋㅋ,2,a,1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@rooney231,불출마해도 청와대참모로 불러주겠지,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-gp1kt5uv1c,인재(人災)다,3,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-dz6ig2rn9n,말하는게너는어째도안되겠다,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-ug2ph2ml2r,삼청교육대라니 공안검사 황교안친구맞네,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-bu5lz5le6g,"잘하는데,  박찬주 국회 가십시요.",1,a,1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-zd4ws5hl8w,정신차리세요자신있으면 무소속으로나와서재산이나 탕진하시던지요.,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@Adress212,삼청교육대 훈련ㅋㅋㅋㅋㅋ 너도 혹시 쿠데타 모의했니?,4,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@soun1524,전두환..시절이 생각나게 하는구나..민주주의에서 삼청교육대라니..이것이 공산주의,3,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-nv9ov4cu6w,개나 소나 다출마하는 구만 ᆢ나라꼴좋다,2,a,1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-tw9bf2dd1h,천안ㅇㅣ나. 계룡내가. 거기중간에살지만미쳫냐. 널 뽑게,8,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-vm5lo3wg6j,군인은 군인답게..명예를 걸고 행동해라!...너 같은거 누가 찍어주겠냐?...너 같은개 미군이였다면...별은 고사하고...소위에서 그쳤을거다....상관에 아부를 잘해서 진급했는지 몰라도...창피한줄 알아라,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@thdbs520,황교안을 응원합니다.포기마시고 반드시 박찬주 영입하시길요. 안그럼 삼청고육대 보낼라.,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-mb5bb9xj1o,정신대가 거짓이라고한 류석춘교수도 자한당 아닌가요?,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@grandmountain1912,귀한분.. 개뿔..ㅋㅋ  딱~자한당 수준!,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-mi5pz8wl9v,꼭 나오세요자한당 망하는데 일조하시겠네,5,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@tv-cd8ro,아니 지금 시대에 삼청교육대라니~전두환을 다시 보는 듯 하네자한당 스런 인물이네,4,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@metropaulkim,참...지지리 못난사람이구먼대장출신이 병장만도 못한 변명을... 육사출신 맞냐?...ㅉㅉㅉ,3,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@jjc4515,임태훈의 갑질을 철저히 조사해서 영창보내라,1,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-oy6ee4qv7k,군필장성 출신이 미필인 황교안한테 꾸벅거리네...창피할줄 알아야지...,4,a,-1
"박찬주, 총선 출마 의사..._임태훈은 삼청교육대 보내야_ _ YTN",@user-no8ej9pn3i,자유한국당으로  출마하십시요,3,a,1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-rj3cp8tt2d,진정 저런 사람이 대한민국을 위해 일하는 의원이란 말인가.,29,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@mjkorean2532,진짜 경악할 일이다 이것이 사실이라면 나경원은 우리나라 사람 아니다.,39,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@happybe1533,이건 진짜 매국 아닌가?... 매국이 따로 있는게 아니다...,30,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-gn1mv9kv7f,북미회담이 한반도 평화에 이득인가? Yes한반도 평화는 총선보다 훨씬 중요한가? Yes덜 중요한걸 위해 중요한걸 하지 말라는건 뇌가 있는걸까? No,20,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-johgh,한반도 평화가 껄끄러운 게 진심 일본이랑 어쩜 이리 판박이인가? 저게 우리나라 보수정치다. 평화보다 총선 국익보다 권력....,27,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@jinsaub,선거를 위한게 아닌 지들 밥그릇 챙기러 간걸 어휴... 진짜 치가 떨린다 저것들,15,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@feelkang,올바른 정신은 아니라고본다.,17,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@minhapark9853,이 아줌마는 참 뭐라 할말이 없다... 이런사람이 국회의원이라니 같은나라 사람이란게 부끄럽다.... 어떻게 계속 국회위원을 하는지 진짜 궁금하다,5,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-bbono,자일당 대표라 놀랍지도 않네 ㅋㅋㅋㅋㅋ,23,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@jjy8467,"정말 놀랍기 그지 없다.총선을 앞두고 있으니, 정당의 원내대표로서 속으로는 저런 생각을 할 수 있다고는 생각한다. 그런데, 저런 생각을 외부로 표출하는 것도 모자라 미국에 공식적으로 서한까지 보냈어?국회의원 정도 되면, 자기 정당의 이익보다 국익을 더 우선시해야하는 게 마땅하지 않나?",4,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@bluehour550,저게 한 나라의 국회의원 원내대표라고 깝친다.,6,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@catchcook1261,여러분은 지금 자민당 🇯🇵 원내대표를 보고 계시네요,6,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-johgh,이건 진짜 국익에 도움 1도 안된다. 욕나온다. 국제관계마저 자기 총선만 생각해??,21,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-nc5im2kp5m,창피하네요..,7,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-kl8hs4ss6t,진짜 가지가지하네~~~,10,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@minkookdaehan1385,미국인 아들이 있어 미국정부를 대상으로 내정간섭하려고 한 것이지요.,11,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-uq6nc3qf9l,아...진짜 욕나오려하넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 나라망치는거 너무 티나게보이자녀,4,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@nanna6713,나라안보 보다 선거가 중요하다는 거자나?하...국회의원 맞나요?올림픽비리 자녀 의혹특혜는 자기 밥그릇챙겼다 치지만 이건 국가안보의 문제 아닌가요?이런말 쓰면 또 고소들어오나요?아..  이건 진짜 심했다..,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-zb5ek5yb2v,뻔스런 경원  너는절대로 안된다  알겠음?,6,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@raink1646,?? 저런사람이 국회의원이라고??,8,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@cch1763,이 정도면 저 미친 국회의원을 후원하는게 누구인지 파봐야 한다일본에 전세계적으로 돈을 뿌리면서 로비하는 비밀단체가 있다고 하든데,2,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-xn7gm7bt2j,뭐 우리나라보수의 민낯이지 우리나라이익보다는 내이익이 더 중요한게 자한당이 늘 하던건데,2,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@pb8069,이쯤되면 병원에가서 진단 해야 하는거 아냐,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@sokyoung3843,틀린 말은 아닌 듯,1,a,1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-ch9cs8ye7c,"자기당은  중요하지요.힘없는 사람들은 중요하지 하지않고요.총선이 중요한 당,,,,,ㅡ,,,,,,,,!지금까지.",1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-vu9yp8ke5k,그런 낙선했지,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@pija173,미쳤지!!!,1,a,1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@spark1969sung,미친것..재정신이아니네..,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-co3ob6uc9n,정치인을 떠나서 대한민국 국민맞냐?ㅋㅋㅋㅋㅋㅋ,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@bingun1000,"저 뻔뻔함,저 오만함, 입만열면 변명,  너 어쪄고 그러냐",1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@jangyonglee2966,대단하다.본인이 떨어질줄 모르고.성과로 발표하니?,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-st4nq9fv6n,나상 더이상 우리나라 사람이 아닌거 같다,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@wearefriends21,매국노도 저런 매국노는 없을꺼다.,8,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-ei4ql3rn3s,싸증이납니다.,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@karmastar11,집권을위해 나라팔아먹는건....대대로내려오는 미덕인가?,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-mn1cj7ns7t,쪽팔리다!!,1,a,1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@MrRlaehdwp,천지분간 못하는 나경원답다,1,a,1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-db4iz2yn5w,"금수만도 못한 자한당,,",1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@GLE53AMG,놀랍지도 않다 나경원이자나,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-db6ij1qe3f,자한당 ㅡ이제ㅡ북한까지ㅡ총선지원을 ㅡㅡ누구를위해.??????,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@rjw678,결국 총선 참패. 지도 떨어지고. 사필귀정,1,a,-1
[단독] 나경원 _총선 전 북미정상회담 자제 요청_...與 _참담_ _ YTN,@user-tc6nb9fd6i,평화같은 소리 한다... 나경원이 백번 옳다.,1,a,1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@user-nb3kt7hb5t,나름 깨어있는 분이시네..,30,a,1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@user-nv7eq8zu8p,참 소신있는 발언하시네요이런사람이 찌질이 자한당에 있었는지 아깝네요,27,a,-1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@smilevic5750,옳은말했네 자한당 자체가 역사의 민폐,187,a,1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@user-kd3tq9io4z,아주  현명하신  분이며  한국당에  이렇게  귀한분이  계셨다니  존경스럽습니다,13,a,1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@cindykwon0035,와.명언.자한당 존재자체가 역사의 민폐,122,a,1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@ydk726,"김세연은 아까운 사람이지만, 황교안 나경원을 지금 물러나라는 것은 잘못되었다. 걔들은 우리가 직접 처리할거야...우리 몫이니 냅두고 은퇴하시게....자한당 같은 곳에 몸담았다는 걸 평생 창피하게 여기고 사람들 위하면서 잘 사시고...",16,a,-1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@user-ke5zx8qs8c,저런 위치에서 옳은 말을 하기란 정말 정말 우리는 상상하지도 못할만큼 어려운 일인데 존경합니다.,1,a,1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@sharonyrose,자한당에서 이제서야 정신차린 사람 하나 나왔네요.,45,a,1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@ernieball20,역사에 남을 양심이다!! ,1,a,1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@dongholim9994,그나마 괜찮은 의원은 정치를 떠나고 물욕만 살피는 사람만 자한당에 남는구나,52,a,-1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@user-il2no2zx3m,깜놀~!!!자한당에도 상식이 통하는 멋진 국회의원이 있었네요. 대단한 용기와 기개 높이 평가 합니다.,2,a,1
한국당 김세연 _총선 불출마...황교안·나경원도 물러나라_ _ YTN,@ajy8069,자유일국당에서 말은 못하지만 얼마나 맘이 아프로 속이 쓰렷을까 ...  김세연같은 인물이 더 많이 잇을건데 그들은 머가 겁나서 세연이 처럼 행동을 못할까  불상하네,56,a,-1
